,index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree
284,354,"VP, Data Science",3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166 ,83,166,124.5,PennyMac,AZ,13,data scientist,na,na
285,355,Radar Data Analyst,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42,76 ,42,76,59.0,DECISIVE ANALYTICS Corporation,AL,25,analyst,na,na
286,356,CONSULTANT– DATA ANALYTICS GROUP,4.2,"Opinion Dynamics
4.2","San Diego, CA","Waltham, MA",51 - 200 ,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,37,68 ,37,68,52.5,Opinion Dynamics,CA,34,data analitics,na,na
287,357,Data Engineer,4.6,"Applied Information Sciences
4.6","Houston, TX","Reston, VA",501 - 1000 ,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,52,99 ,52,99,75.5,Applied Information Sciences,TX,39,data engineer,na,na
288,358,Senior Data Scientist,3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,105,173 ,105,173,139.0,Swiss Re,NY,158,data scientist,sr,M
289,362,"Data Engineer, Data Engineering and Artifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71,134 ,71,134,102.5,Takeda Pharmaceuticals,MA,240,data engineer,na,na
290,364,Staff Scientist,4.4,"WK Dickson
4.4","Columbia, SC","Charlotte, NC",201 - 500 ,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",0,0,39,82 ,39,82,60.5,WK Dickson,SC,92,other scientist,na,na
291,366,PL Actuarial-Lead Data Scientist,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,114,179 ,114,179,146.5,The Hanover Insurance Group,MA,169,data scientist,sr,M
292,367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,88,162 ,88,162,125.0,Genentech,CA,45,other scientist,na,P
293,368,Sr. Data Analyst,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,60,102 ,60,102,81.0,MassMutual,MA,170,analyst,sr,na
294,369,Senior Data & Machine Learning Scientist,3.0,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,100,166 ,100,166,133.0,Tempus Labs,IL,6,machine learning engineer,sr,P
295,370,Program/Data Analyst,3.4,"General Dynamics Information Technology
3.4","Washington, DC","Fairfax, VA",10000+ ,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,55,99 ,55,99,77.0,General Dynamics Information Technology,DC,25,analyst,na,M
296,371,Data Engineer,4.1,"ManTech
4.1","Herndon, VA","Herndon, VA",5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,67,117 ,67,117,92.0,ManTech,VA,53,data engineer,na,na
297,372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,92,150 ,92,150,121.0,Novartis,MA,25,data scientist,sr,na
298,375,"Principal Data Engineer, Data Platform & Insights",4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,209 ,116,209,162.5,Autodesk,CA,39,data engineer,sr,na
299,376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,38,82 ,38,82,60.0,Southwest Research Institute,TX,74,other scientist,na,na
300,377,Data Operations Lead,-1.0,Muso,"San Francisco, CA","San Francisco, CA",201 - 500 ,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,0,1,Employer Provided Salary:85,90,85,90,87.5,Mus,CA,-1,na,sr,M
301,379,Big Data Engineer,4.4,"SpringML
4.4","Indianapolis, IN","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,62,119 ,62,119,90.5,SpringML,IN,6,data engineer,na,na
302,380,Data Scientist / Machine Learning Expert,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143 ,86,143,114.5,Novartis,MA,25,data scientist,na,na
303,381,Data Scientist,3.8,"Juniper Networks
3.8","Sunnyvale, CA","Sunnyvale, CA",5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149 ,93,149,121.0,Juniper Networks,CA,25,data scientist,na,M
304,382,Senior Data Scientist,2.2,"The Integer Group
2.2","Dallas, TX","Denver, CO",501 - 1000 ,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Geometry Global, TracyLocke, Saatchi & Saatchi X",0,0,84,136 ,84,136,110.0,The Integer Group,TX,28,data scientist,sr,M
305,383,PV Scientist,2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,60,123 ,60,123,91.5,Karyopharm Therapeutics Inc.,MA,-1,other scientist,na,P
306,384,Clinical Data Analyst,4.1,"ManTech
4.1","Portsmouth, VA","Herndon, VA",5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,52,89 ,52,89,70.5,ManTech,VA,53,analyst,na,na
307,386,Data Engineer,3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO",501 - 1000 ,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,48,93 ,48,93,70.5,P2 Energy Solutions,LA,-1,data engineer,na,na
308,387,Computational Chemist/Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97 ,56,97,76.5,PNNL,WA,56,data scientist,na,P
309,388,Data Engineer,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,119 ,65,119,92.0,MassMutual,MA,170,data engineer,na,na
310,390,Principal Data Scientist (Computational Chemistry),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173 ,108,173,140.5,Recursion Pharmaceuticals,UT,8,data scientist,sr,na
311,391,Product Engineer – Data Science,3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101 ,63,101,82.0,Esri,VA,52,data scientist,na,M
312,392,"Principal Scientist, Chemistry & Immunology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115 ,54,115,84.5,Rochester Regional Health,NY,7,other scientist,sr,P
313,394,"Scientist/Senior Scientist, Autoimmune",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179 ,90,179,134.5,Rubius Therapeutics,MA,8,other scientist,sr,P
314,396,Data Scientist,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 - 500 ,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,127,202 ,127,202,164.5,Samba TV,CA,13,data scientist,na,na
315,397,Market Data Analyst,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 - 500 ,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,31,57 ,31,57,44.0,SV Microwave,FL,30,analyst,na,M
316,398,Software Engineer - Data Visualization,4.0,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127 ,60,127,93.5,ClearEdge,MD,19,na,na,M
317,399,Data Engineer,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,75,143 ,75,143,109.0,SpringML,VA,6,data engineer,na,na
318,400,Staff Data Engineer,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 - 1000 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194 ,105,194,149.5,Sumo Logic,TX,11,data engineer,na,M
319,401,Associate Data Engineer,3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 - 5000 ,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,45,86 ,45,86,65.5,EAB,DC,14,data engineer,na,M
320,403,Senior Data Scientist,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 - 5000 ,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,95,154 ,95,154,124.5,Brighthouse Financial,NC,4,data scientist,sr,M
321,406,Staff BI and Data Engineer,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 - 200 ,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,80,148 ,80,148,114.0,Affinity Solutions,CA,23,data engineer,na,M
322,407,Marketing Data Analyst,3.9,"Citadel Federal Credit Union
3.9","Exton, PA","Exton, PA",501 - 1000 ,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,36,62 ,36,62,49.0,Citadel Federal Credit Union,PA,84,analyst,na,na
323,409,"Principal Scientist, Hematology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115 ,54,115,84.5,Rochester Regional Health,NY,7,other scientist,sr,P
324,410,Data Analyst,3.7,"CALIBRE Systems
3.7","Alexandria, VA","Alexandria, VA",501 - 1000 ,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,50,92 ,50,92,71.0,CALIBRE Systems,VA,32,analyst,na,na
325,411,"Director - Data, Privacy and AI Governance",3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,67,135 ,67,135,101.0,MassMutual,MA,170,director,na,na
326,412,Data Scientist,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,82,132 ,82,132,107.0,Esri,CA,52,data scientist,na,M
327,413,Data Scientist,4.7,"New England Biolabs
4.7","Ipswich, MA","Ipswich, MA",201 - 500 ,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140 ,85,140,112.5,New England Biolabs,MA,47,data scientist,na,na
328,414,Staff Machine Learning Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224 ,138,224,181.0,Tapjoy,CA,14,machine learning engineer,na,na
329,415,Information Security Data Analyst,3.7,"Motorola Solutions
3.7","Chicago, IL","Chicago, IL",10000+ ,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,42,80 ,42,80,61.0,Motorola Solutions,IL,93,analyst,na,M
330,416,Lead Data Engineer,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190,220(Employer est.),190,220,205.0,Credit Sesame,CA,11,data engineer,sr,na
331,417,Scientist Manufacturing - Kentucky BioProcessing,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139 ,68,139,103.5,Reynolds American,KY,146,other scientist,na,na
332,419,Data Analytics Project Manager,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,34,92 ,34,92,63.0,MassMutual,MA,170,Data scientist project manager,na,M
333,420,Consultant - Analytics Consulting,3.0,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71 ,54,71,62.5,Infosys,CT,40,data analitics,na,na
334,421,Data Engineer,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,65,124 ,65,124,94.5,Alignment Healthcare,CA,8,data engineer,na,M
335,425,Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,35,62 ,35,62,48.5,San Manuel Casino,CA,35,analyst,na,M
336,426,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109,200 ,109,200,154.5,Sunovion,MA,11,other scientist,sr,P
337,427,Medical Laboratory Scientist,4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,18,25 Per Hour,37,52,44.5,Texas Health Huguley Hospital,TX,44,other scientist,na,na
338,428,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,61,113 ,61,113,87.0,Cboe Global Markets,KS,48,machine learning engineer,na,na
339,429,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66 ,39,66,52.5,Teasdale Latin Foods,IL,-1,other scientist,na,na
340,430,Data Engineer,3.2,"Guidepoint
3.2","New York, NY","New York, NY",501 - 1000 ,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",0,0,43,86 ,43,86,64.5,Guidepoint,NY,18,data engineer,na,na
341,431,"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,74,149 ,74,149,111.5,Cerus Corporation,CA,-1,other scientist,na,P
342,433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,113,196 ,113,196,154.5,Takeda Pharmaceuticals,MA,240,data engineer,na,M
343,434,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167 ,81,167,124.0,Software Engineering Institute,PA,37,machine learning engineer,sr,P
344,435,Senior Data Scientist,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,97,160 ,97,160,128.5,Maven Wave Partners,IL,13,data scientist,sr,na
345,437,Clinical Laboratory Scientist,3.7,"Vail Health
3.7","Vail, CO","Vail, CO",501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,24,39 Per Hour,49,81,65.0,Vail Health,CO,55,other scientist,na,na
346,442,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86 ,42,86,64.0,Central California Alliance for Health,CA,25,Data scientist project manager,na,na
347,443,Sr. Data Engineer - Contract-to-Hire (Java),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127 ,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,63,data engineer,sr,M
348,444,Data Scientist - Algorithms & Inference,4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA",51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,110,175 ,110,175,142.5,Nuna,CA,11,data scientist,na,M
349,446,Senior Data Scientist - R&D Oncology,3.9,"AstraZeneca
3.9","New York, NY","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,102,172 ,102,172,137.0,AstraZeneca,NY,108,data scientist,sr,P
350,447,Data Engineer,4.0,"Pinnacol Assurance
4.0","Denver, CO","Denver, CO",501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,74,124 ,74,124,99.0,Pinnacol Assurance,CO,106,data engineer,na,M
351,448,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68 ,40,68,54.0,Palermo's Pizza,WI,57,other scientist,na,na
